-730.561475318216 -661.016763327016 -531.318807775856 -469.977518182838 -468.711329352089 -265.063977818029 -668.240381082427 -67.2903238412351 -668.894129438437 -404.090022091779 -199.789596744613 -269.164482598464 -728.963699955889 -402.480886493725 -401.621005613327 -200.757059030337 -467.604927501725 -467.690817530997 -536.681983817275 -531.091472777336 -66.4564301382318 -402.370933221287 -240.628809942569 -265.599019707249 -740.105707812791 -67.4313779873286 -68.2273069878587 -398.921911823002 -533.605057974593 -199.548206258989 -470.337578004199 -264.127606360258 -66.2188595361834 -666.425244439649 -532.226819552388 -272.238528060093 -200.631419337922 -357.617085985382 -198.594653975919 -728.448230545764
-751.224833454582 -683.394179187595 -549.271816296137 -483.679571723093 -484.624605540095 -272.365076168611 -688.874998246843 -68.2046725280917 -691.034250575352 -417.826129120079 -205.528177544264 -275.536992909014 -751.6790971755 -412.654970047574 -415.777653771799 -205.69027825006 -483.415001590883 -482.391415366957 -553.425048285111 -547.654293853268 -67.7982131636558 -416.973477014806 -250.249961516693 -273.837285153413 -763.092163849355 -67.7545032534676 -71.0216998521496 -411.508500593293 -551.172272663442 -205.038084142223 -485.411321993063 -272.781397456621 -67.3126006408927 -687.090668574535 -547.062978434151 -282.500855718696 -205.819547980002 -368.458961440597 -204.893085696872 -749.960466912528
-762.078200392597 -693.196889318977 -556.966482408134 -489.80774227914 -490.686877225511 -276.08325857926 -697.463322916788 -68.5909558401325 -699.905803158984 -422.898805687829 -205.868507155581 -280.760212404192 -762.235092806182 -419.812427958525 -420.352790187751 -208.585144239676 -489.835224643301 -489.579806709177 -562.606204587506 -555.7631118248 -69.1602970823738 -424.95200488416 -251.675715500942 -278.293915782123 -769.964689082212 -71.3033481071511 -71.059651128197 -415.973498337691 -558.386183613074 -208.297435246666 -490.335159076647 -277.269381287024 -70.097508296622 -694.532818340877 -553.215843297075 -283.692754287401 -208.998176556883 -373.932526181355 -207.956426758425 -761.013517299766
-767.687369731337 -696.197938668368 -558.074728810695 -492.206656637235 -491.92661992202 -278.837614115359 -703.331536106295 -70.1580081735915 -701.232937154162 -424.57403798274 -208.432729578938 -281.588472016463 -764.949880632935 -421.638307786699 -421.513670546673 -211.356449248726 -488.708793299711 -492.119578650545 -565.702790756829 -558.506488264048 -71.0163461545327 -425.21774866845 -253.496394613368 -278.755752439461 -775.720697594831 -73.3392626861817 -72.3232708975074 -418.785759577916 -559.0125873973 -208.494975090137 -493.114726891758 -277.415288564408 -71.7944253305072 -698.129385795514 -557.373369495224 -285.288872439798 -209.041098071784 -375.371715561988 -208.381873328319 -763.408838335367
-775.820871357584 -703.738367180026 -565.877147199969 -498.42866132698 -498.493615984237 -280.250353527213 -710.520383837061 -72.22343125968 -711.075873435279 -429.946354525613 -210.587538853614 -283.615309386988 -774.807935257701 -429.005759244413 -425.787114975983 -213.245229287474 -493.062843702009 -494.926550918348 -571.376541000602 -564.121123895462 -70.5684242775401 -430.224687249736 -254.832576635012 -282.514476187023 -783.428280989469 -72.1124572875396 -70.0987769176844 -424.389264240172 -565.199263105111 -211.596347135482 -498.171739127367 -281.341160083036 -70.6738210195581 -705.208141192468 -562.758525703054 -286.546032302462 -212.184614316998 -381.084903194286 -210.287125626782 -769.973731023355
-777.331752694743 -704.398430254473 -566.007567583938 -497.925253869902 -498.120067012698 -282.872986360292 -710.883458143375 -72.0319543071663 -713.432232146738 -432.374550837487 -211.238753809129 -285.405845664288 -774.338394202537 -428.400445695264 -425.722606490005 -213.39749086502 -493.492856360546 -497.541165995532 -571.799530016558 -563.559288351552 -70.0924771211211 -430.047586032777 -256.093103896603 -282.316255627615 -784.669619554821 -72.3334203082469 -71.0031852122875 -424.493530587612 -565.913444622547 -211.890580584884 -498.42832830421 -282.406709166909 -72.0657267619979 -707.515000460815 -565.176388639248 -286.959685432537 -211.120369422244 -380.460940379864 -210.06410136962 -772.149918669624
-780.588226361745 -708.170532465411 -567.425495545986 -501.339943729655 -502.110819449373 -283.881821767453 -714.609037120332 -72.7504688870729 -715.622496809454 -430.908496710767 -212.647056141449 -287.331538790166 -777.790151790378 -429.240178488133 -427.747880391181 -214.77931332625 -498.110466595128 -501.123366240163 -574.371123464375 -565.759069858959 -70.9240326243799 -431.351559267253 -256.751703222362 -283.7269582165 -788.815404756609 -71.9640931302376 -71.4903030732808 -427.909036160259 -567.938862297387 -213.363805523357 -501.376104138821 -282.017091028578 -73.2658120139997 -709.235514993718 -567.054959649892 -289.029402760471 -213.149472687484 -383.452489986996 -212.271995798167 -777.211458807959
-799.589880084422 -723.980483015264 -579.784135455107 -513.059734722982 -512.931492217132 -290.635781884534 -730.837922602631 -73.4625440219324 -730.494987009667 -441.866389749819 -217.605006836852 -293.229945927935 -794.741416991179 -436.990032296213 -437.393140529503 -221.381108956279 -508.371301239115 -512.880634105623 -588.948983847985 -580.797983171105 -73.4012654262504 -442.692866931173 -263.234746022249 -291.902611055811 -807.402025807977 -75.3031097193787 -73.3297717561897 -438.79249945342 -581.329955516032 -217.976998791698 -513.113500471418 -289.616522802752 -77.3256649872551 -725.737469172417 -580.316998116358 -295.375920078695 -216.251737036537 -391.487382719818 -217.919685678849 -795.315568834803
-808.411415469681 -733.809671799205 -588.149657995409 -518.952382740749 -518.031124516367 -294.302350598037 -739.224575942103 -73.6962029272908 -741.128880162985 -446.629721065113 -220.200468383471 -295.438292526398 -804.788587316576 -442.755675438237 -443.481866602709 -222.879322515367 -516.590158812414 -519.017715120289 -596.859676068584 -588.503155171247 -73.5556099201577 -447.324982026585 -266.410353948845 -293.719634897349 -817.251538644432 -74.9152574107835 -74.949515159783 -443.452524030974 -589.762453169097 -220.674044547729 -517.824564424518 -293.537718090569 -76.6990377967092 -735.405348493767 -587.478152403689 -298.599492287941 -219.141014865801 -397.417494186962 -219.879732141703 -807.068155342256
-790.288324219507 -718.081230529252 -574.900527911473 -507.941086329067 -505.203268341868 -287.208108798898 -723.891197455051 -72.1522119689763 -723.544049020855 -436.962715311669 -215.329491803391 -290.317413005692 -788.720495597863 -432.74662388163 -433.900670299342 -217.901204889404 -506.28591729302 -507.521225211003 -582.926780030907 -575.316622921903 -73.0667118929923 -438.116622568873 -263.640240835019 -286.870123169871 -799.723684837766 -72.6337401343607 -73.9743135598762 -433.305774491716 -577.579817040621 -214.416942068707 -507.6217798475 -289.284940202427 -73.2823585321524 -720.482595288345 -574.464229048474 -292.436747026443 -216.820662053618 -387.694998225159 -215.425428891047 -789.488801029245
